NRBTS_Name,LNBTS_Name,DN,ALARM_TIME,CANCEL_TIME,ALARM_NUMBER,TEXT,SUPPLEMENTARY_INFO
BAR.Ciudad Jardin,BAR.Ciudad Jardin,PLMN-PLMN/MRBTS-789553/LNBTS-789553,2024-02-10 11:15:05,,7112,BASE STATION CONFIGURATION PROBLEM,Inter eNB CA parameter(s) inconsistency in between eNBs
BOG.San Patricio-1,BOG.San Patricio-1,PLMN-PLMN/MRBTS-8140/LNBTS-8140/LNADJGNB-0,2024-02-12 20:37:57,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Terminal-2,BOG.Terminal-2,PLMN-PLMN/MRBTS-7674/LNBTS-7674/LNADJGNB-0,2024-02-12 07:24:56,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Parque 93-2,BOG.Parque 93-2,PLMN-PLMN/MRBTS-9444/LNBTS-9444/LNADJGNB-0,2024-02-09 13:08:30,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Calle 17,BOG.Calle 17,PLMN-PLMN/MRBTS-9186/LNBTS-9186/LNADJGNB-0,2024-02-12 12:34:27,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Usaquen-2,BOG.Usaquen-2,PLMN-PLMN/MRBTS-4998/LNBTS-4998/LNADJGNB-0,2024-02-10 11:16:46,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.La Esmeralda,BOG.La Esmeralda,PLMN-PLMN/MRBTS-3371/LNBTS-3371/LNADJGNB-0,2024-02-08 02:27:34,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Bolivariano,BOG.Bolivariano,PLMN-PLMN/MRBTS-2915/LNBTS-2915,2024-02-08 16:56:06,,7107,BASE STATION CONNECTIVITY PROBLEM,Inter-Site CA link establishment failure
BOG.Centro Narino,BOG.Centro Narino,PLMN-PLMN/MRBTS-1194/LNBTS-1194/LNADJGNB-0,2024-02-13 17:43:09,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Piloto,CAL.Piloto,PLMN-PLMN/MRBTS-611939/LNBTS-611939,2024-02-07 08:21:29,,7405,EXTERNAL AL 5.,Alta Temperatura Power
BOG.Royal-1,BOG.Royal-1,PLMN-PLMN/MRBTS-493/LNBTS-493/LNADJGNB-0,2024-02-13 11:48:07,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Feria,BOG.Feria,PLMN-PLMN/MRBTS-758/LNBTS-758/LNADJGNB-0,2024-02-14 00:23:43,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Corferias-5,BOG.Feria,PLMN-PLMN/MRBTS-758/LNBTS-758/LNADJGNB-0,2024-02-14 00:23:43,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
MED.Carrefour Vegas,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:48,,7654,CELL OPERATION DEGRADED,VSWR major alarm
MED.Carrefour Vegas,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:58,,7655,CELL NOTIFICATION,Transmission path failure
MED.Estacion Ayura,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:48,,7654,CELL OPERATION DEGRADED,VSWR major alarm
MED.Estacion Ayura,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:58,,7655,CELL NOTIFICATION,Transmission path failure
MED.Envigado San Marcos,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:48,,7654,CELL OPERATION DEGRADED,VSWR major alarm
MED.Envigado San Marcos,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:58,,7655,CELL NOTIFICATION,Transmission path failure
MED.CC Capricentro,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:48,,7654,CELL OPERATION DEGRADED,VSWR major alarm
MED.CC Capricentro,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:58,,7655,CELL NOTIFICATION,Transmission path failure
MED.La Casona,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:48,,7654,CELL OPERATION DEGRADED,VSWR major alarm
MED.La Casona,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:58,,7655,CELL NOTIFICATION,Transmission path failure
CAL.Calle 13,CAL.Calle 13,PLMN-PLMN/MRBTS-611810/LNBTS-611810/LNADJGNB-0,2024-02-11 13:05:32,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Calle 90,BOG.Calle 90,PLMN-PLMN/MRBTS-260/LNBTS-260,2024-02-13 01:08:45,,7411,EXTERNAL AL 11.,LTE FALLA DE OVP-RF1RF2-RF3_UPPER_2600MHz
BOG.Barraquer,BOG.Barraquer,PLMN-PLMN/MRBTS-3252/LNBTS-3252/LNADJGNB-0,2024-02-12 01:00:43,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Santa Monica,BAR.Santa Monica,PLMN-PLMN/MRBTS-789658/LNBTS-789658,2024-02-07 04:26:59,,7112,BASE STATION CONFIGURATION PROBLEM,Inter eNB CA parameter(s) inconsistency in between eNBs
CAL.Club Campestre,CAL.Club Campestre,PLMN-PLMN/MRBTS-611844/LNBTS-611844/LNADJGNB-0,2024-02-13 13:29:48,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Sauzalito:H1,BOG.Sauzalito:H1,PLMN-PLMN/MRBTS-1213/LNBTS-1213/LNADJGNB-0,2024-02-13 15:34:21,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Horizonte,CAL.Horizonte,PLMN-PLMN/MRBTS-613629/LNBTS-613629/LNADJGNB-0,2024-02-08 11:58:33,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.San Ignacio,BOG.San Ignacio,PLMN-PLMN/MRBTS-970/LNBTS-970/LNADJGNB-0,2024-02-13 22:44:46,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
,BOG.Carrera 5,PLMN-PLMN/MRBTS-424/LNBTS-424/LNADJGNB-0,2024-02-13 21:59:21,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Buenavista-3,BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Parque Padilla (P2),BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Patinodromo,BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Altos de Riomar-2 (P1),BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Springfield:H3,BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Riomar-2 H3,BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Parque Padilla (P1),BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Santa Bibiana-2,BOG.Santa Bibiana-2,PLMN-PLMN/MRBTS-505/LNBTS-505,2024-02-09 16:44:42,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Santa Helenita,BOG.Santa Helenita,PLMN-PLMN/MRBTS-991/LNBTS-991/LNADJGNB-0,2024-02-12 14:54:25,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Ciudad Salitre,BOG.Ciudad Salitre,PLMN-PLMN/MRBTS-449/LNBTS-449/LNADJGNB-0,2024-02-10 13:18:50,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Rb Roche,BOG.Rb Roche,PLMN-PLMN/MRBTS-2500/LNBTS-2500/LNADJGNB-0,2024-02-12 13:02:02,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Rafael Uribe,BOG.Rafael Uribe,PLMN-PLMN/MRBTS-946/LNBTS-946/LNADJGNB-0,2024-02-13 13:06:10,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Clinica Lili,CAL.Clinica Lili,PLMN-PLMN/MRBTS-613932/LNBTS-613932/LNADJGNB-0,2024-02-10 11:41:12,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
MED.La Mayoria,MED.La Mayoria,PLMN-PLMN/MRBTS-525031/LNBTS-525031,2024-02-13 18:00:22,,7412,EXTERNAL AL 12.,OVP PARALELO LOWER
BOG.La Granja-2,BOG.La Granja-2,PLMN-PLMN/MRBTS-4059/LNBTS-4059/LNADJGNB-0,2024-02-13 03:29:56,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Tierra Firme,BOG.Tierra Firme,PLMN-PLMN/MRBTS-2659/LNBTS-2659,2024-02-14 04:59:52,,7412,EXTERNAL AL 12.,OVP Lower
BOG.Las Ferias-2,BOG.Las Ferias-2,PLMN-PLMN/MRBTS-308/LNBTS-308/LNADJGNB-0,2024-02-10 10:18:45,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Ingenio,CAL.Ingenio,PLMN-PLMN/MRBTS-611876/LNBTS-611876/LNADJGNB-0,2024-02-12 17:29:06,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.El Golf,BAR.EL Golf,PLMN-PLMN/MRBTS-789664/LNBTS-789664/LNADJGNB-0,2024-02-13 14:08:57,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Granada-2,CAL.Granada-2,PLMN-PLMN/MRBTS-612480/LNBTS-612480/LNADJGNB-0,2024-02-07 16:18:17,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Santa Librada,CAL.Santa Librada,PLMN-PLMN/MRBTS-611967/LNBTS-611967,2024-02-08 12:05:52,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
CAL.Santa Librada,CAL.Santa Librada,PLMN-PLMN/MRBTS-611967/LNBTS-611967/LNMME-3,2024-02-13 15:06:48,,7657,BASE STATION CONNECTIVITY DEGRADED,S1 SCTP path failure
CAL.Santa Librada,CAL.Santa Librada,PLMN-PLMN/MRBTS-611967/LNBTS-611967/LNMME-9,2024-02-13 15:07:05,,7657,BASE STATION CONNECTIVITY DEGRADED,Transport layer connection failure in S1 interface
CAL.Calima,CAL.Calima,PLMN-PLMN/MRBTS-611808/LNBTS-611808,2024-02-13 12:58:14,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Veracruz Centro,BOG.Veracruz Centro,PLMN-PLMN/MRBTS-522/LNBTS-522/LNADJGNB-0,2024-02-12 09:50:54,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Castellana-2,BOG.Castellana-2,PLMN-PLMN/MRBTS-673/LNBTS-673,2024-02-10 10:47:23,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Castellana-2,BOG.Castellana-2,PLMN-PLMN/MRBTS-673/LNBTS-673/LNCEL-203,2024-02-09 19:47:25,,7654,CELL OPERATION DEGRADED,VSWR major alarm
BOG.Castellana-2,BOG.Castellana-2,PLMN-PLMN/MRBTS-673/LNBTS-673/LNCEL-203,2024-02-13 20:23:00,,7655,CELL NOTIFICATION,Transmission path failure
BOG.RB Santa Paula,BOG.RB Santa Paula,PLMN-PLMN/MRBTS-9267/LNBTS-9267/LNADJGNB-0,2024-02-11 19:35:35,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Palacio-2,BOG.Palacio-2,PLMN-PLMN/MRBTS-6089/LNBTS-6089/LNADJGNB-0,2024-02-07 15:23:48,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Chapinero-3,BOG.Chapinero-3,PLMN-PLMN/MRBTS-2671/LNBTS-2671,2024-02-13 13:28:40,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.San Joaquin,BOG.San Joaquin,PLMN-PLMN/MRBTS-971/LNBTS-971/LNADJGNB-0,2024-02-10 17:24:48,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Rb Ortizo,BOG.Rb Ortizo,PLMN-PLMN/MRBTS-4494/LNBTS-4494/LNADJGNB-0,2024-02-12 01:01:04,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAR.Bocagrande,CAR.Bocagrande,PLMN-PLMN/MRBTS-786533/LNBTS-786533/LNADJGNB-0,2024-02-10 21:38:17,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Quinta Camacho-2,BOG.Quinta Camacho-2,PLMN-PLMN/MRBTS-4616/LNBTS-4616/LNADJGNB-0,2024-02-13 17:51:13,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Patria:H2,BOG.Carrera 11,PLMN-PLMN/MRBTS-669/LNBTS-669,2024-02-13 11:06:41,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Carrera 11,BOG.Carrera 11,PLMN-PLMN/MRBTS-669/LNBTS-669,2024-02-13 11:06:41,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Chico Norte-2,BOG.Carrera 11,PLMN-PLMN/MRBTS-669/LNBTS-669,2024-02-13 11:06:41,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Calle 95-2:H2,BOG.Carrera 11,PLMN-PLMN/MRBTS-669/LNBTS-669,2024-02-13 11:06:41,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BAR.Cumbre,BAR.Cumbre,PLMN-PLMN/MRBTS-787691/LNBTS-787691,2024-02-13 16:30:00,,7107,BASE STATION CONNECTIVITY PROBLEM,Inter-Site CA link establishment failure
BOG.Teleport,BOG.Teleport,PLMN-PLMN/MRBTS-6072/LNBTS-6072/LNADJGNB-0,2024-02-13 13:30:56,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Nueva Autopista,BOG.Nueva Autopista,PLMN-PLMN/MRBTS-888/LNBTS-888/LNADJGNB-0,2024-02-12 12:58:23,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Centro Narino:H1,BOG.Centro Narino:H1,PLMN-PLMN/MRBTS-685/LNBTS-685/LNADJGNB-0,2024-02-13 16:44:11,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.IND Sodimac Sur,CAL.IND Sodimac Sur,PLMN-PLMN/MRBTS-612272/LNBTS-612272/LNADJGNB-0,2024-02-09 11:49:05,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.1 de Mayo,CAL.1 de Mayo,PLMN-PLMN/MRBTS-611778/LNBTS-611778/LNADJGNB-0,2024-02-11 15:21:00,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Calima,CAL.Calima,PLMN-PLMN/MRBTS-612962/LNBTS-612962/LNADJGNB-0,2024-02-07 15:24:23,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Calima,CAL.Calima,PLMN-PLMN/MRBTS-612962/LNBTS-612962/LNADJGNB-0,2024-02-13 12:57:22,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Santa Bibiana-4,BOG.Santa Bibiana-4,PLMN-PLMN/MRBTS-3221/LNBTS-3221,2024-02-12 14:04:46,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Las Ferias-2,BOG.Las Ferias-2,PLMN-PLMN/MRBTS-3053/LNBTS-3053/LNADJGNB-0,2024-02-10 10:18:45,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Bolivariano,BOG.Bolivariano,PLMN-PLMN/MRBTS-8442/LNBTS-8442,2024-02-08 17:05:08,,7107,BASE STATION CONNECTIVITY PROBLEM,Inter-Site CA link establishment failure
BOG.Bolivariano,BOG.Bolivariano,PLMN-PLMN/MRBTS-619/LNBTS-619/LNADJGNB-0,2024-02-09 18:30:56,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Limonar,CAL.Limonar,PLMN-PLMN/MRBTS-613649/LNBTS-613649/LNADJGNB-0,2024-02-12 07:16:25,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.IND Fundacion Santafe-2,BOG.IND Fundacion Santafe-2,PLMN-PLMN/MRBTS-9349/LNBTS-9349/LNADJGNB-0,2024-02-10 11:16:28,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Palacio-2,BOG.Palacio-2,PLMN-PLMN/MRBTS-2874/LNBTS-2874/LNADJGNB-0,2024-02-07 15:23:31,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.CC San Martin,BOG.CC San Martin,PLMN-PLMN/MRBTS-2166/LNBTS-2166/LNADJGNB-0,2024-02-13 04:16:06,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Parque Padilla (P2),BAR.Parque Padilla (P2),PLMN-PLMN/MRBTS-788711/LNBTS-788711/LNADJGNB-0,2024-02-09 17:13:56,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Campestre,CAL.Campestre,PLMN-PLMN/MRBTS-611815/LNBTS-611815/LNADJGNB-0,2024-02-10 13:37:02,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Floresta-2,BOG.Floresta-2,PLMN-PLMN/MRBTS-8755/LNBTS-8755/LNADJGNB-0,2024-02-13 19:47:31,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Riomar-2 H3,BAR.Riomar-2 H3,PLMN-PLMN/MRBTS-786816/LNBTS-786816/LNADJGNB-0,2024-02-09 17:16:44,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Campina,CAL.Campina,PLMN-PLMN/MRBTS-613733/LNBTS-613733/LNADJGNB-0,2024-02-07 15:24:32,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Sucre,CAL.Sucre,PLMN-PLMN/MRBTS-611977/LNBTS-611977/LNADJGNB-0,2024-02-12 22:18:04,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Concretos (P1),BAR.Concretos (P1),PLMN-PLMN/MRBTS-787355/LNBTS-787355/LNADJGNB-0,2024-02-13 14:08:48,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Multicentro-2,BOG.Multicentro-2,PLMN-PLMN/MRBTS-8829/LNBTS-8829/LNADJGNB-0,2024-02-11 22:26:54,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Santafe,BOG.Santafe,PLMN-PLMN/MRBTS-509/LNBTS-509,2024-02-13 16:27:41,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
MED.Esmeraldal Inter,MED.Esmeraldal Inter,PLMN-PLMN/MRBTS-525515/LNBTS-525515,2024-02-09 21:14:26,,7411,EXTERNAL AL 11.,OVP_ Parallel Uper
MED.Molinos del Viento,MED.Esmeraldal Inter,PLMN-PLMN/MRBTS-525515/LNBTS-525515,2024-02-09 21:14:26,,7411,EXTERNAL AL 11.,OVP_ Parallel Uper
CAL.Ingenio,CAL.Ingenio,PLMN-PLMN/MRBTS-613255/LNBTS-613255/LNADJGNB-0,2024-02-12 17:29:06,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Almonacid,BOG.Almonacid,PLMN-PLMN/MRBTS-578/LNBTS-578/LNADJGNB-0,2024-02-09 17:10:51,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.San Patricio-1,BOG.San Patricio-1,PLMN-PLMN/MRBTS-498/LNBTS-498/LNADJGNB-0,2024-02-12 20:37:57,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Contador,BOG.Contador,PLMN-PLMN/MRBTS-713/LNBTS-713/LNADJGNB-0,2024-02-07 21:06:56,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
