Sitio,DN,ALARM_TIME,CANCEL_TIME,ALARM_NUMBER,TEXT,SUPPLEMENTARY_INFO
BOG.Atlantis,PLMN-PLMN/MRBTS-11555/NRBTS-11555/NRCELL-1,2024-02-12 15:25:41,2024-02-12 15:38:19,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Atlantis,PLMN-PLMN/MRBTS-11555/NRBTS-11555/NRCELL-1,2024-02-12 15:47:52,2024-02-12 16:09:07,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Atlantis,PLMN-PLMN/MRBTS-11555/NRBTS-11555/NRCELL-1,2024-02-12 16:24:11,2024-02-13 15:41:24,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Atlantis,PLMN-PLMN/MRBTS-11555/NRBTS-11555/NRCELL-2,2024-02-08 12:48:06,2024-02-08 12:57:25,7116,BASE STATION SERVICE PROBLEM,BTS reset required
BOG.Atlantis,PLMN-PLMN/MRBTS-11555/NRBTS-11555/NRCELL-2,2024-02-08 13:49:48,2024-02-08 13:59:16,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Atlantis,PLMN-PLMN/MRBTS-11555/NRBTS-11555/NRCELL-2,2024-02-12 15:38:50,2024-02-13 15:41:16,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Atlantis,PLMN-PLMN/MRBTS-11555/NRBTS-11555/NRCELL-3,2024-02-08 13:49:53,2024-02-08 13:59:24,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Atlantis,PLMN-PLMN/MRBTS-11555/NRBTS-11555/NRCELL-3,2024-02-12 15:25:54,,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Atlantis,PLMN-PLMN/MRBTS-11555/NRBTS-11555/NRCELL-3,2024-02-12 16:09:34,2024-02-12 16:24:11,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Carrera 11,PLMN-PLMN/MRBTS-11558/NRBTS-11558/NRCELL-1,2024-02-11 21:34:43,2024-02-11 21:36:00,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Carrera 11,PLMN-PLMN/MRBTS-11558/NRBTS-11558/NRCELL-2,2024-02-11 21:34:45,2024-02-11 21:36:00,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Carrera 11,PLMN-PLMN/MRBTS-11558/NRBTS-11558/NRCELL-3,2024-02-11 21:34:44,2024-02-11 21:36:00,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Rb Calle 86-2:H1,PLMN-PLMN/MRBTS-11573/NRBTS-11573/NRCELL-1,2024-02-11 21:52:28,2024-02-11 21:53:37,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Rb Calle 86-2:H1,PLMN-PLMN/MRBTS-11573/NRBTS-11573/NRCELL-2,2024-02-11 21:52:29,2024-02-11 21:53:37,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Rb Comcel,PLMN-PLMN/MRBTS-11575/NRBTS-11575/NRCELL-1,2024-02-07 17:46:52,,9252,NETWORK ELEMENT AND SUBTREE UNDER MAINTENANCE,
BOG.Rb Comcel,PLMN-PLMN/MRBTS-11575/NRBTS-11575/NRCELL-2,2024-02-07 17:46:52,,9252,NETWORK ELEMENT AND SUBTREE UNDER MAINTENANCE,
BOG.Rb Comcel,PLMN-PLMN/MRBTS-11575/NRBTS-11575/NRCELL-3,2024-02-07 17:46:52,,9252,NETWORK ELEMENT AND SUBTREE UNDER MAINTENANCE,
BOG.RB Comcel,PLMN-PLMN/MRBTS-11575/NRBTS-11575/NRCELL-1,2024-02-07 17:46:52,,9252,NETWORK ELEMENT AND SUBTREE UNDER MAINTENANCE,
BOG.RB Comcel,PLMN-PLMN/MRBTS-11575/NRBTS-11575/NRCELL-2,2024-02-07 17:46:52,,9252,NETWORK ELEMENT AND SUBTREE UNDER MAINTENANCE,
BOG.RB Comcel,PLMN-PLMN/MRBTS-11575/NRBTS-11575/NRCELL-3,2024-02-07 17:46:52,,9252,NETWORK ELEMENT AND SUBTREE UNDER MAINTENANCE,
MED.Vizcaya-1,PLMN-PLMN/MRBTS-11659/NRBTS-11659/NRCELL-1,2024-02-13 12:36:35,2024-02-13 12:57:38,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
MED.Vizcaya-1,PLMN-PLMN/MRBTS-11659/NRBTS-11659/NRCELL-1,2024-02-13 21:36:03,2024-02-13 22:32:10,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
MED.Vizcaya-1,PLMN-PLMN/MRBTS-11659/NRBTS-11659/NRCELL-2,2024-02-13 12:36:39,2024-02-13 12:57:38,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
MED.Vizcaya-1,PLMN-PLMN/MRBTS-11659/NRBTS-11659/NRCELL-2,2024-02-13 21:36:04,2024-02-13 22:32:10,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
MED.Vizcaya-1,PLMN-PLMN/MRBTS-11659/NRBTS-11659/NRCELL-3,2024-02-13 12:36:38,2024-02-13 12:57:38,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
MED.Vizcaya-1,PLMN-PLMN/MRBTS-11659/NRBTS-11659/NRCELL-3,2024-02-13 21:36:04,2024-02-13 22:32:10,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
MED.Zuniga,PLMN-PLMN/MRBTS-11668/NRBTS-11668/NRCELL-4,2024-02-12 15:28:57,2024-02-12 15:32:25,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Usaquen-1,PLMN-PLMN/MRBTS-11779/NRBTS-11779/NRCELL-2,2024-02-13 13:04:33,2024-02-13 13:14:02,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Usaquen-1,PLMN-PLMN/MRBTS-11779/NRBTS-11779/NRCELL-3,2024-02-13 12:54:22,2024-02-13 13:14:11,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Unicentro-1,PLMN-PLMN/MRBTS-11788/NRBTS-11788/NRCELL-1,2024-02-13 06:31:53,2024-02-13 12:37:52,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Unicentro-1,PLMN-PLMN/MRBTS-11788/NRBTS-11788/NRCELL-2,2024-02-13 06:32:00,2024-02-13 12:38:00,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Unicentro-1,PLMN-PLMN/MRBTS-11788/NRBTS-11788/NRCELL-3,2024-02-13 18:19:33,2024-02-13 18:19:55,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Unicentro-1,PLMN-PLMN/MRBTS-11788/NRBTS-11788/NRDU-1,2024-02-13 12:41:11,2024-02-13 12:43:13,7107,BASE STATION CONNECTIVITY PROBLEM,F1 SCTP endpoint in DU
BOG.Ginebra-1,PLMN-PLMN/MRBTS-11815/NRBTS-11815/NRCELL-2,2024-02-13 11:33:30,2024-02-13 11:43:59,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Ginebra-1,PLMN-PLMN/MRBTS-11815/NRBTS-11815/NRCELL-3,2024-02-13 11:38:38,2024-02-13 11:43:59,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Calle 90,PLMN-PLMN/MRBTS-11832/NRBTS-11832/NRCELL-1,2024-02-11 21:33:15,2024-02-11 21:35:21,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Calle 90,PLMN-PLMN/MRBTS-11832/NRBTS-11832/NRCELL-1,2024-02-12 13:19:41,2024-02-12 13:21:28,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Calle 90,PLMN-PLMN/MRBTS-11832/NRBTS-11832/NRCELL-2,2024-02-11 21:33:14,2024-02-11 21:35:21,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Calle 90,PLMN-PLMN/MRBTS-11832/NRBTS-11832/NRCELL-2,2024-02-12 13:19:40,2024-02-12 13:21:28,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Calle 90,PLMN-PLMN/MRBTS-11832/NRBTS-11832/NRCELL-3,2024-02-11 21:33:13,2024-02-11 21:35:21,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Calle 90,PLMN-PLMN/MRBTS-11832/NRBTS-11832/NRCELL-3,2024-02-12 13:19:42,2024-02-12 13:21:28,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Heroes-1,PLMN-PLMN/MRBTS-11963/NRBTS-11963/NRCELL-3,2024-02-11 21:55:33,2024-02-11 21:55:42,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Heroes-1,PLMN-PLMN/MRBTS-11963/NRBTS-11963/NRCELL-3,2024-02-11 22:03:01,2024-02-11 22:03:50,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Heroes-1,PLMN-PLMN/MRBTS-11963/NRBTS-11963/NRDU-1,2024-02-13 12:34:08,2024-02-13 12:36:23,7107,BASE STATION CONNECTIVITY PROBLEM,F1 SCTP endpoint in DU
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-1,2024-02-11 21:38:48,2024-02-11 21:43:52,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-1,2024-02-13 07:32:04,2024-02-13 07:32:24,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-1,2024-02-13 13:40:49,2024-02-13 13:45:28,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-1,2024-02-13 17:01:22,2024-02-13 17:01:36,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-1,2024-02-13 19:13:27,2024-02-13 19:18:16,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-2,2024-02-11 21:39:26,2024-02-11 21:43:52,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-2,2024-02-13 07:32:04,2024-02-13 07:32:24,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-2,2024-02-13 13:40:50,2024-02-13 13:45:28,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-2,2024-02-13 17:01:24,2024-02-13 17:01:36,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-2,2024-02-13 19:13:26,2024-02-13 19:18:16,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-3,2024-02-11 21:38:05,2024-02-11 21:43:52,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-3,2024-02-13 07:32:02,2024-02-13 07:32:24,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-3,2024-02-13 13:40:50,2024-02-13 13:45:28,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-3,2024-02-13 17:01:24,2024-02-13 17:01:36,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Pepe Sierra,PLMN-PLMN/MRBTS-11965/NRBTS-11965/NRCELL-3,2024-02-13 19:13:27,2024-02-13 19:18:16,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.San Patricio-1,PLMN-PLMN/MRBTS-11983/NRBTS-11983/NRCELL-1,2024-02-12 17:29:13,2024-02-12 17:35:37,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.San Patricio-1,PLMN-PLMN/MRBTS-11983/NRBTS-11983/NRCELL-2,2024-02-12 17:24:46,2024-02-12 17:35:37,7102,BASE STATION RESOURCE BLOCKED BY USER,Cell blocked
BOG.Calle 69,PLMN-PLMN/MRBTS-11989/NRBTS-11989/NRCELL-1,2024-02-13 14:20:18,2024-02-13 14:28:44,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Calle 69,PLMN-PLMN/MRBTS-11989/NRBTS-11989/NRCELL-2,2024-02-13 14:20:16,2024-02-13 14:28:44,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BOG.Calle 69,PLMN-PLMN/MRBTS-11989/NRBTS-11989/NRCELL-3,2024-02-13 14:20:19,2024-02-13 14:28:44,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
MED.Lleras,PLMN-PLMN/MRBTS-12097/NRBTS-12097/NRCELL-1,2024-02-12 12:19:24,2024-02-12 12:26:13,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
MED.Lleras,PLMN-PLMN/MRBTS-12097/NRBTS-12097/NRCELL-2,2024-02-12 12:19:25,2024-02-12 12:26:13,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
MED.Lleras,PLMN-PLMN/MRBTS-12097/NRBTS-12097/NRCELL-3,2024-02-12 12:19:25,2024-02-12 12:26:13,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 20:40:48,2024-02-08 20:41:15,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 20:42:52,2024-02-08 20:43:15,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 20:55:58,2024-02-08 21:04:59,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 21:13:25,2024-02-08 21:17:47,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 21:20:00,2024-02-08 21:25:31,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 21:26:46,2024-02-08 21:32:35,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 21:34:26,2024-02-08 21:35:07,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 21:37:30,2024-02-08 21:41:39,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 21:43:38,2024-02-08 21:43:55,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 21:47:05,2024-02-08 21:51:07,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 21:52:17,2024-02-08 21:52:27,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 21:53:34,2024-02-08 21:54:59,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 21:58:47,2024-02-08 22:04:03,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 22:05:11,2024-02-08 22:09:23,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 22:10:31,2024-02-08 22:24:19,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 22:26:55,2024-02-08 22:40:43,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/LTEENB-0,2024-02-08 22:51:04,2024-02-08 23:06:03,7107,BASE STATION CONNECTIVITY PROBLEM,Transport layer connection failure in X2 interface
